incident_id,district,police_division,crime_type,date,day_of_week,is_holiday,time_bracket,location_type,lighting_level,victim_gender,victim_age_bracket,prior_offenses,offender_drug_history,reported_2015_total,solved_2015_total,cleared_rate_pct,reported_status,referral_source
2023-TRI-7366,Trincomalee,Mutur,Robbery,6/25/2023,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-COL-7367,Colombo,Fort,Drug Offences (Heroin),7/20/2023,Thursday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-GAM-7368,Gampaha,Minuwangoda,Statutory Rape,8/15/2023,Tuesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-KAN-7369,Kandy,Digana,House Breaking,9/30/2023,Saturday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-KAL-7370,Kalutara,Matugama,Drug Offences (Cannabis),10/14/2023,Saturday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-GAL-7371,Galle,Karapitiya,Robbery,11/20/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-JAF-7372,Jaffna,Kayts,Homicide,12/15/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-KUR-7373,Kurunegala,Wariyapola,Cheating/BCT,1/30/2023,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-RAT-7374,Ratnapura,Pelmadulla,House Breaking,2/18/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-ANU-7375,Anuradhapura,Tambuttegama,Property Theft,3/25/2023,Saturday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-BAT-7376,Batticaloa,Kattankudy,Drug Offences (Heroin),4/30/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-MAT-7377,Matara,Akuressa,Grievous Hurt,5/15/2023,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-BAD-7378,Badulla,Bandarawela,Homicide,6/30/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-PUT-7379,Puttalam,Kalpitiya,House Breaking,7/22/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-TRI-7380,Trincomalee,Mutur,Property Theft,8/25/2023,Friday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-COL-7381,Colombo,Fort,Robbery,9/9/2023,Saturday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-GAM-7382,Gampaha,Minuwangoda,Drug Offences (Heroin),10/18/2023,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-KAN-7383,Kandy,Digana,Statutory Rape,11/20/2023,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-KAL-7384,Kalutara,Matugama,House Breaking,12/15/2023,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-GAL-7385,Galle,Karapitiya,Drug Offences (Cannabis),1/22/2023,Sunday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-JAF-7386,Jaffna,Kayts,Robbery,2/12/2023,Sunday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-KUR-7387,Kurunegala,Wariyapola,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-RAT-7388,Ratnapura,Pelmadulla,Cheating/BCT,4/10/2023,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-ANU-7389,Anuradhapura,Tambuttegama,House Breaking,5/18/2023,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-BAT-7390,Batticaloa,Kattankudy,Property Theft,6/25/2023,Sunday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-MAT-7391,Matara,Akuressa,Drug Offences (Heroin),7/9/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-BAD-7392,Badulla,Bandarawela,Grievous Hurt,8/20/2023,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-PUT-7393,Puttalam,Kalpitiya,Homicide,9/30/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-TRI-7394,Trincomalee,Mutur,House Breaking,10/14/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-COL-7395,Colombo,Fort,Property Theft,11/25/2023,Monday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-GAM-7396,Gampaha,Minuwangoda,Robbery,12/20/2023,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-KAN-7397,Kandy,Digana,Drug Offences (Heroin),1/30/2023,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-KAL-7398,Kalutara,Matugama,Statutory Rape,2/15/2023,Wednesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-GAL-7399,Galle,Karapitiya,House Breaking,3/20/2023,Monday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-JAF-7400,Jaffna,Kayts,Drug Offences (Cannabis),4/28/2023,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-KUR-7401,Kurunegala,Wariyapola,Robbery,5/15/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-RAT-7402,Ratnapura,Pelmadulla,Homicide,6/30/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-ANU-7403,Anuradhapura,Tambuttegama,Cheating/BCT,7/22/2023,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-BAT-7404,Batticaloa,Kattankudy,House Breaking,8/25/2023,Friday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-MAT-7405,Matara,Akuressa,Property Theft,9/9/2023,Saturday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-BAD-7406,Badulla,Bandarawela,Drug Offences (Heroin),10/18/2023,Wednesday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-PUT-7407,Puttalam,Kalpitiya,Grievous Hurt,11/20/2023,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-TRI-7408,Trincomalee,Mutur,Homicide,12/15/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-COL-7409,Colombo,Fort,House Breaking,1/25/2023,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-GAM-7410,Gampaha,Minuwangoda,Property Theft,2/28/2023,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-KAN-7411,Kandy,Digana,Robbery,3/25/2023,Saturday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-KAL-7412,Kalutara,Matugama,Drug Offences (Heroin),4/14/2023,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-GAL-7413,Galle,Karapitiya,Statutory Rape,5/30/2023,Tuesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-JAF-7414,Jaffna,Kayts,House Breaking,6/15/2023,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-KUR-7415,Kurunegala,Wariyapola,Drug Offences (Cannabis),7/20/2023,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-RAT-7416,Ratnapura,Pelmadulla,Robbery,8/28/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-ANU-7417,Anuradhapura,Tambuttegama,Homicide,9/30/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-BAT-7418,Batticaloa,Kattankudy,Cheating/BCT,10/15/2023,Sunday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-MAT-7419,Matara,Akuressa,House Breaking,11/12/2023,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-BAD-7420,Badulla,Bandarawela,Property Theft,12/25/2023,Monday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-PUT-7421,Puttalam,Kalpitiya,Drug Offences (Heroin),1/20/2023,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-TRI-7422,Trincomalee,Mutur,Grievous Hurt,2/14/2023,Tuesday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-COL-7423,Colombo,Fort,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-GAM-7424,Gampaha,Minuwangoda,House Breaking,4/18/2023,Tuesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-KAN-7425,Kandy,Digana,Property Theft,5/30/2023,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-KAL-7426,Kalutara,Matugama,Robbery,6/25/2023,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-GAL-7427,Galle,Karapitiya,Drug Offences (Heroin),7/20/2023,Thursday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-JAF-7428,Jaffna,Kayts,Statutory Rape,8/15/2023,Tuesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-KUR-7429,Kurunegala,Wariyapola,House Breaking,9/30/2023,Saturday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-RAT-7430,Ratnapura,Pelmadulla,Drug Offences (Cannabis),10/14/2023,Saturday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-ANU-7431,Anuradhapura,Tambuttegama,Robbery,11/20/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-BAT-7432,Batticaloa,Kattankudy,Homicide,12/15/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-MAT-7433,Matara,Akuressa,Cheating/BCT,1/30/2023,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-BAD-7434,Badulla,Bandarawela,House Breaking,2/18/2023,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-PUT-7435,Puttalam,Kalpitiya,Property Theft,3/25/2023,Saturday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-TRI-7436,Trincomalee,Mutur,Drug Offences (Heroin),4/30/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-COL-7437,Colombo,Fort,Grievous Hurt,5/15/2023,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-GAM-7438,Gampaha,Minuwangoda,Homicide,6/30/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-KAN-7439,Kandy,Digana,House Breaking,7/22/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-KAL-7440,Kalutara,Matugama,Property Theft,8/25/2023,Friday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-GAL-7441,Galle,Karapitiya,Robbery,9/9/2023,Saturday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-JAF-7442,Jaffna,Kayts,Drug Offences (Heroin),10/18/2023,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-KUR-7443,Kurunegala,Wariyapola,Statutory Rape,11/20/2023,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-RAT-7444,Ratnapura,Pelmadulla,House Breaking,12/15/2023,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-ANU-7445,Anuradhapura,Tambuttegama,Drug Offences (Cannabis),1/22/2023,Sunday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-BAT-7446,Batticaloa,Kattankudy,Robbery,2/12/2023,Sunday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-MAT-7447,Matara,Akuressa,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-BAD-7448,Badulla,Bandarawela,Cheating/BCT,4/10/2023,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-PUT-7449,Puttalam,Kalpitiya,House Breaking,5/18/2023,Tuesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-TRI-7450,Trincomalee,Mutur,Property Theft,6/25/2023,Sunday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-COL-7451,Colombo,Fort,Drug Offences (Heroin),7/9/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-GAM-7452,Gampaha,Minuwangoda,Grievous Hurt,8/20/2023,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-KAN-7453,Kandy,Digana,Homicide,9/30/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-KAL-7454,Kalutara,Matugama,House Breaking,10/14/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-GAL-7455,Galle,Karapitiya,Property Theft,11/25/2023,Monday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-JAF-7456,Jaffna,Kayts,Robbery,12/20/2023,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-KUR-7457,Kurunegala,Wariyapola,Drug Offences (Heroin),1/30/2023,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-RAT-7458,Ratnapura,Pelmadulla,Statutory Rape,2/15/2023,Wednesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-ANU-7459,Anuradhapura,Tambuttegama,House Breaking,3/20/2023,Monday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-BAT-7460,Batticaloa,Kattankudy,Drug Offences (Cannabis),4/28/2023,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-MAT-7461,Matara,Akuressa,Robbery,5/15/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-BAD-7462,Badulla,Bandarawela,Homicide,6/30/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-PUT-7463,Puttalam,Kalpitiya,Cheating/BCT,7/22/2023,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-TRI-7464,Trincomalee,Mutur,House Breaking,8/25/2023,Friday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-COL-7465,Colombo,Fort,Property Theft,9/9/2023,Saturday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-GAM-7466,Gampaha,Minuwangoda,Drug Offences (Heroin),10/18/2023,Wednesday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-KAN-7467,Kandy,Digana,Grievous Hurt,11/20/2023,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-KAL-7468,Kalutara,Matugama,Homicide,12/15/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-GAL-7469,Galle,Karapitiya,House Breaking,1/25/2023,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-JAF-7470,Jaffna,Kayts,Property Theft,2/28/2023,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-KUR-7471,Kurunegala,Wariyapola,Robbery,3/25/2023,Saturday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-RAT-7472,Ratnapura,Pelmadulla,Drug Offences (Heroin),4/14/2023,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-ANU-7473,Anuradhapura,Tambuttegama,Statutory Rape,5/30/2023,Tuesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-BAT-7474,Batticaloa,Kattankudy,House Breaking,6/15/2023,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-MAT-7475,Matara,Akuressa,Drug Offences (Cannabis),7/20/2023,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-BAD-7476,Badulla,Bandarawela,Robbery,8/28/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-PUT-7477,Puttalam,Kalpitiya,Homicide,9/30/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-TRI-7478,Trincomalee,Mutur,Cheating/BCT,10/15/2023,Sunday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-COL-7479,Colombo,Fort,House Breaking,11/12/2023,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-GAM-7480,Gampaha,Minuwangoda,Property Theft,12/25/2023,Monday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-KAN-7481,Kandy,Digana,Drug Offences (Heroin),1/20/2023,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-KAL-7482,Kalutara,Matugama,Grievous Hurt,2/14/2023,Tuesday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-GAL-7483,Galle,Karapitiya,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-JAF-7484,Jaffna,Kayts,House Breaking,4/18/2023,Tuesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-KUR-7485,Kurunegala,Wariyapola,Property Theft,5/30/2023,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-RAT-7486,Ratnapura,Pelmadulla,Robbery,6/25/2023,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-ANU-7487,Anuradhapura,Tambuttegama,Drug Offences (Heroin),7/20/2023,Thursday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-BAT-7488,Batticaloa,Kattankudy,Statutory Rape,8/15/2023,Tuesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-MAT-7489,Matara,Akuressa,House Breaking,9/30/2023,Saturday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-BAD-7490,Badulla,Bandarawela,Drug Offences (Cannabis),10/14/2023,Saturday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-PUT-7491,Puttalam,Kalpitiya,Robbery,11/20/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-TRI-7492,Trincomalee,Mutur,Homicide,12/15/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-COL-7493,Colombo,Fort,Cheating/BCT,1/30/2023,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-GAM-7494,Gampaha,Minuwangoda,House Breaking,2/18/2023,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-KAN-7495,Kandy,Digana,Property Theft,3/25/2023,Saturday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-KAL-7496,Kalutara,Matugama,Drug Offences (Heroin),4/30/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-GAL-7497,Galle,Karapitiya,Grievous Hurt,5/15/2023,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-JAF-7498,Jaffna,Kayts,Homicide,6/30/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-KUR-7499,Kurunegala,Wariyapola,House Breaking,7/22/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-RAT-7500,Ratnapura,Pelmadulla,Property Theft,8/25/2023,Friday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-ANU-7501,Anuradhapura,Tambuttegama,Robbery,9/9/2023,Saturday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-BAT-7502,Batticaloa,Kattankudy,Drug Offences (Heroin),10/18/2023,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-MAT-7503,Matara,Akuressa,Statutory Rape,11/20/2023,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-BAD-7504,Badulla,Bandarawela,House Breaking,12/15/2023,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-PUT-7505,Puttalam,Kalpitiya,Drug Offences (Cannabis),1/22/2023,Sunday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-TRI-7506,Trincomalee,Mutur,Robbery,2/12/2023,Sunday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-COL-7507,Colombo,Fort,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-GAM-7508,Gampaha,Minuwangoda,Cheating/BCT,4/10/2023,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-KAN-7509,Kandy,Digana,House Breaking,5/18/2023,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-KAL-7510,Kalutara,Matugama,Property Theft,6/25/2023,Sunday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-GAL-7511,Galle,Karapitiya,Drug Offences (Heroin),7/9/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-JAF-7512,Jaffna,Kayts,Grievous Hurt,8/20/2023,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-KUR-7513,Kurunegala,Wariyapola,Homicide,9/30/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-RAT-7514,Ratnapura,Pelmadulla,House Breaking,10/14/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-ANU-7515,Anuradhapura,Tambuttegama,Property Theft,11/25/2023,Saturday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-BAT-7516,Batticaloa,Kattankudy,Robbery,12/20/2023,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-MAT-7517,Matara,Akuressa,Drug Offences (Heroin),1/30/2023,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-BAD-7518,Badulla,Bandarawela,Statutory Rape,2/15/2023,Wednesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-PUT-7519,Puttalam,Kalpitiya,House Breaking,3/20/2023,Monday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-TRI-7520,Trincomalee,Mutur,Drug Offences (Cannabis),4/28/2023,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-COL-7521,Colombo,Fort,Robbery,5/15/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
